0	2	8461
1	2	5578
2	0	4700
2	1	3972
3	0	7926
3	1	3972
4	0	7703
4	1	3972
5	0	3479
5	1	3972
6	2	5681
7	0	4826
7	1	4408
8	0	5091
8	1	4687
9	0	3479
9	1	4687
10	2	4203
11	0	928
11	1	4687
12	2	8165
13	2	1326
14	0	5091
14	1	4841
15	0	3479
15	1	4841
16	2	3964
17	2	3556
18	0	3952
18	1	4841
19	0	5091
19	1	764
20	0	1131
20	1	764
21	2	7845
22	0	3479
22	1	4674
23	0	4916
23	1	3972
24	0	7956
24	1	3972
25	2	4841
26	0	4334
26	1	4841
27	0	5166
27	1	6635
28	2	6635
29	2	6805
30	2	7982
31	2	5695
32	2	5401
33	0	4826
33	1	3972
34	2	7321
35	2	4655
36	2	2061
37	0	5638
37	1	3340
38	2	3340
39	0	416
39	1	3972
40	0	1087
40	1	764
41	0	6192
41	1	764
42	0	3479
42	1	764
43	0	1612
43	1	764
44	2	4492
45	0	5166
45	1	764
46	0	5091
46	1	4144
47	0	3479
47	1	4144
48	0	3479
48	1	15
49	0	5638
49	1	15
50	2	4674
51	2	6812
52	2	7769
53	2	2798
54	0	5091
54	1	6635
55	2	3135
56	0	1087
56	1	4597
57	2	533
58	0	6149
58	1	373
59	0	8499
59	1	373
60	2	8591
61	2	3722
62	0	3479
62	1	4171
63	2	4597
64	2	2993
65	2	7318
66	2	1855
67	2	15
68	0	3479
68	1	1855
69	0	5820
69	1	764
70	0	5638
70	1	764
71	2	4723
72	0	981
72	1	764
73	0	6692
73	1	4597
74	2	373
75	0	5638
75	1	373
76	0	6192
76	1	3972
77	2	3972
78	2	5998
79	0	3479
79	1	4597
80	2	3436
81	2	7440
82	0	3479
82	1	163
83	0	1212
83	1	840
84	0	4826
84	1	840
85	2	3434
86	0	928
86	1	840
87	2	6195
88	0	5091
88	1	2993
89	0	2809
89	1	2993
90	0	3479
90	1	4122
91	2	3318
92	2	4974
93	2	6882
94	2	4484
95	0	5054
95	1	4146
96	2	1444
97	2	8221
98	2	6560
99	0	3427
99	1	4597
100	0	5032
100	1	764
101	0	5638
101	1	5578
102	0	1832
102	1	764
103	0	7830
103	1	6292
104	0	5925
104	1	3722
105	2	930
106	2	6855
107	0	6692
107	1	930
108	2	6442
109	2	211
110	2	2048
111	2	8152
112	2	3880
113	2	6662
114	2	6094
115	2	2498
116	2	4144
117	2	1285
118	2	2615
119	0	2809
119	1	7318
120	0	6011
120	1	764
121	2	7616
122	2	764
123	2	7113
124	0	5638
124	1	2306
125	0	2809
125	1	764
126	2	5587
127	2	2448
128	0	3427
128	1	764
129	2	5192
130	0	787
130	1	3972
131	0	4716
131	1	3972
132	0	4826
132	1	4146
133	2	4146
134	0	7830
134	1	4146
135	0	5091
135	1	4597
136	0	1097
136	1	4597
137	0	6192
137	1	4597
138	0	5091
138	1	4146
139	2	2622
140	2	3405
141	0	7
141	1	4597
142	2	3068
143	0	5638
143	1	3060
144	0	4826
144	1	3060
145	2	1077
146	0	7695
146	1	3340
147	0	1804
147	1	3340
148	0	6243
148	1	7318
149	0	1131
149	1	6560
150	2	534
151	0	3479
151	1	534
152	0	4105
152	1	534
153	0	3952
153	1	534
154	0	1087
154	1	534
155	0	5144
155	1	534
156	0	7644
156	1	4597
157	2	1367
158	2	944
159	0	5091
159	1	15
160	0	8357
160	1	15
161	0	7830
161	1	764
162	0	4227
162	1	764
163	0	3479
163	1	2993
164	2	8210
165	0	3479
165	1	5917
166	2	7310
167	0	3479
167	1	6983
168	2	5183
169	0	3479
169	1	7959
170	0	6243
170	1	764
171	0	7830
171	1	4702
172	0	4826
172	1	4702
173	0	8320
173	1	4702
174	0	4531
174	1	2448
175	2	7317
176	0	2809
176	1	373
177	2	6535
178	2	3640
179	2	4486
180	0	4700
180	1	2528
181	0	2449
181	1	2528
182	2	3322
183	0	3479
183	1	5887
184	0	7000
184	1	5887
185	0	2596
185	1	5887
186	0	1131
186	1	5887
187	0	3479
187	1	2448
188	0	388
188	1	2448
189	0	7155
189	1	764
190	0	4826
190	1	1855
191	2	4702
192	0	5032
192	1	8213
193	0	928
193	1	8213
194	2	1773
195	0	2346
195	1	3186
196	0	3479
196	1	3186
197	0	6692
197	1	6560
198	0	3479
198	1	6560
199	0	5638
199	1	4702
200	2	2515
201	0	3479
201	1	4702
202	0	7780
202	1	1198
203	0	4826
203	1	1198
204	0	5091
204	1	1198
205	0	6329
205	1	1198
206	0	4227
206	1	5522
207	0	3479
207	1	5522
208	0	5032
208	1	5522
209	2	3297
210	0	7644
210	1	6635
211	0	5925
211	1	938
212	0	6011
212	1	938
213	2	253
214	0	4010
214	1	764
215	2	1067
216	0	5638
216	1	4597
217	2	7356
218	2	179
219	2	1633
220	2	840
221	2	2988
222	2	5358
223	0	5638
223	1	6560
224	2	1753
225	0	3479
225	1	3068
226	0	5638
226	1	534
227	0	4220
227	1	838
228	2	8272
229	2	1478
230	2	1672
231	0	928
231	1	4674
232	2	2628
233	0	1794
233	1	4841
234	0	5638
234	1	4841
235	0	5638
235	1	3972
236	2	4464
237	0	3479
237	1	1275
238	2	6976
239	0	5638
239	1	5241
240	2	3060
241	0	3506
241	1	3060
242	0	958
242	1	3060
243	2	2392
244	0	3479
244	1	972
245	0	3479
245	1	838
246	0	5638
246	1	838
247	2	2867
248	0	3479
248	1	4865
249	2	8037
250	2	7582
251	2	5939
252	2	4808
253	0	3952
253	1	1691
254	2	6927
255	2	8282
256	2	6313
257	0	5144
257	1	6635
258	0	3479
258	1	6635
259	0	3952
259	1	5241
260	2	5241
261	2	3883
262	2	7983
263	0	3479
263	1	1077
264	0	2809
264	1	5905
265	2	5905
266	2	260
267	0	1794
267	1	1275
268	0	1097
268	1	1275
269	2	799
270	2	2474
271	0	3952
271	1	4073
272	0	5638
272	1	4073
273	0	5068
273	1	1355
274	0	5638
274	1	1355
275	2	1026
276	2	5095
277	0	8241
277	1	7318
278	2	4362
279	2	7891
280	0	4494
280	1	764
281	2	3924
282	2	7786
283	2	329
284	2	5650
285	2	5355
286	0	6692
286	1	7318
287	2	3350
288	2	8025
289	0	3479
289	1	5882
290	0	5091
290	1	1478
291	0	6262
291	1	1478
292	0	5091
292	1	1855
293	0	3479
293	1	2675
294	0	3952
294	1	4597
295	2	6117
296	0	3479
296	1	1198
297	2	2058
298	2	3256
299	0	4826
299	1	6635
300	0	6692
300	1	6635
301	0	7000
301	1	4841
302	2	4137
303	0	4227
303	1	3322
304	2	160
305	2	2101
306	2	1852
307	2	3294
308	0	4334
308	1	2993
309	0	2596
309	1	6560
310	2	348
311	0	4958
311	1	764
312	2	3487
313	0	3479
313	1	4073
314	0	7695
314	1	8495
315	2	7300
316	0	5638
316	1	8495
317	0	3506
317	1	764
318	0	3427
318	1	6635
319	2	2183
320	2	6092
321	2	1998
322	2	6983
323	2	4253
324	0	5638
324	1	7318
325	0	3906
325	1	4841
326	2	116
327	2	3232
328	0	4537
328	1	4687
329	0	2809
329	1	4687
330	0	388
330	1	5522
331	0	5091
331	1	5522
332	2	2158
333	0	4826
333	1	3956
334	0	3479
334	1	3060
335	0	6192
335	1	534
336	0	3479
336	1	3322
337	0	7501
337	1	3322
338	0	6243
338	1	4597
339	2	8495
340	0	796
340	1	8495
341	0	3906
341	1	8495
342	2	7291
343	0	3479
343	1	3956
344	0	6692
344	1	3340
345	0	6692
345	1	1855
346	2	1668
347	2	5139
348	0	4826
348	1	8495
349	0	3479
349	1	4146
350	0	5638
350	1	4146
351	0	2684
351	1	5905
352	2	2951
353	0	5091
353	1	5905
354	0	4916
354	1	5905
355	0	7695
355	1	3956
356	0	3479
356	1	127
357	0	750
357	1	127
358	0	5091
358	1	127
359	0	3325
359	1	127
360	0	3952
360	1	127
361	0	4958
361	1	127
362	0	2593
362	1	127
363	2	2674
364	0	8357
364	1	5905
365	2	2763
366	2	1570
367	2	163
368	0	3952
368	1	2622
369	2	5561
370	0	2596
370	1	7522
371	0	3952
371	1	6560
372	0	1087
372	1	1275
373	0	3952
373	1	1855
374	0	3479
374	1	1633
375	0	5091
375	1	1633
376	0	8546
376	1	764
377	0	4574
377	1	764
378	2	4013
379	0	3479
379	1	727
380	2	1859
381	0	4848
381	1	764
382	0	2596
382	1	764
383	2	4567
384	0	7118
384	1	764
385	2	5424
386	0	7695
386	1	2993
387	0	7695
387	1	764
388	0	1087
388	1	5241
389	2	1564
390	0	787
390	1	764
391	0	4334
391	1	764
392	0	566
392	1	764
393	0	6262
393	1	764
394	0	4690
394	1	764
395	0	5054
395	1	764
396	0	6188
396	1	764
397	2	1498
398	0	2346
398	1	4687
399	2	5985
400	0	6499
400	1	764
401	0	8320
401	1	764
402	2	3356
403	2	1486
404	2	7849
405	2	8249
406	0	796
406	1	764
407	0	750
407	1	764
408	0	3479
408	1	3880
409	0	2067
409	1	764
410	0	750
410	1	1855
411	2	4459
412	2	5811
413	2	5720
414	0	4826
414	1	764
415	2	6157
416	0	2388
416	1	764
417	0	1127
417	1	764
418	0	7926
418	1	5682
419	0	1837
419	1	5682
420	2	7496
421	0	8353
421	1	3205
422	2	3900
423	2	2484
424	2	333
425	2	1183
426	2	4477
427	2	1231
428	2	5516
429	2	4465
430	0	3952
430	1	4144
431	0	3479
431	1	5905
432	2	6202
433	0	5638
433	1	4144
434	2	3834
435	2	8433
436	0	4826
436	1	4597
437	0	5638
437	1	4674
438	0	5925
438	1	4674
439	0	4227
439	1	2448
440	0	4105
440	1	2448
441	0	958
441	1	5887
442	2	5098
443	0	6139
443	1	764
444	2	4451
445	0	2346
445	1	764
446	0	2916
446	1	764
447	0	8596
447	1	15
448	0	4826
448	1	7522
449	0	3479
449	1	7522
450	0	6243
450	1	7522
451	2	7522
452	0	1785
452	1	764
453	0	2029
453	1	764
454	0	1097
454	1	764
455	0	7000
455	1	764
456	2	6049
457	0	4010
457	1	5905
458	2	6269
459	0	3479
459	1	6269
460	2	4408
461	0	5925
461	1	6269
462	0	5091
462	1	4408
463	0	5091
463	1	6269
464	0	4334
464	1	6269
465	0	2809
465	1	6269
466	0	3952
466	1	6269
467	0	4531
467	1	6269
468	0	7000
468	1	6269
469	2	177
470	2	5992
471	0	5638
471	1	6269
472	0	2809
472	1	4597
473	2	3595
474	0	3952
474	1	15
475	0	7000
475	1	15
476	2	1111
477	0	5925
477	1	764
478	0	1599
478	1	764
479	0	139
479	1	764
480	2	3416
481	2	1365
482	2	5220
483	0	8320
483	1	6064
484	2	3054
485	0	3906
485	1	764
486	2	2446
487	2	6014
488	0	4531
488	1	8009
489	0	3479
489	1	71
490	0	3029
490	1	4597
491	0	5638
491	1	1633
492	2	4941
493	2	2291
494	0	3506
494	1	5887
495	2	7042
496	2	3223
497	0	796
497	1	127
498	2	509
499	0	4494
499	1	7318
500	0	1087
500	1	7318
501	0	7000
501	1	7318
502	0	3638
502	1	7318
503	0	796
503	1	7318
504	2	1769
505	2	1909
506	0	5804
506	1	6560
507	2	3516
508	2	6619
509	0	3479
509	1	6619
510	2	7985
511	2	2398
512	2	8530
513	2	8315
514	0	5091
514	1	3972
515	0	5091
515	1	6812
516	0	4334
516	1	6812
517	0	4700
517	1	6812
518	0	2809
518	1	6812
519	2	6464
520	0	5638
520	1	6812
521	0	7926
521	1	15
522	0	928
522	1	6812
523	0	2593
523	1	4687
524	2	4687
525	0	4227
525	1	4687
526	0	4334
526	1	4687
527	0	1131
527	1	6812
528	2	3564
529	0	3479
529	1	6812
530	2	6926
531	0	3393
531	1	2019
532	2	7709
533	0	5925
533	1	2019
534	2	2019
535	2	5859
536	2	1626
537	0	3479
537	1	5241
538	0	5166
538	1	8009
539	0	5091
539	1	8009
540	2	6579
541	2	798
542	0	7695
542	1	3972
543	0	5165
543	1	3972
544	0	7000
544	1	5905
545	0	3952
545	1	5905
546	2	3186
547	2	7788
548	0	4826
548	1	2448
549	0	7820
549	1	1672
550	0	7820
550	1	2448
551	0	2596
551	1	2448
552	0	1131
552	1	2448
553	0	3420
553	1	4841
554	0	8357
554	1	4841
555	0	4531
555	1	15
556	2	5089
557	0	6011
557	1	7522
558	0	7830
558	1	6560
559	2	308
560	0	7926
560	1	3042
561	0	8596
561	1	3972
562	0	4334
562	1	7983
563	0	5091
563	1	7983
564	0	3479
564	1	7983
565	0	4700
565	1	764
566	0	3250
566	1	3340
567	2	2583
568	0	5638
568	1	2448
569	0	3906
569	1	1478
570	0	7695
570	1	1478
571	0	4227
571	1	1672
572	2	3295
573	2	5017
574	0	4916
574	1	764
575	0	2809
575	1	4841
576	0	7820
576	1	3972
577	2	4438
578	0	8241
578	1	2448
579	0	5091
579	1	2448
580	0	224
580	1	7846
581	2	7846
582	0	4916
582	1	6748
583	2	3310
584	0	7830
584	1	4973
585	2	457
586	2	5348
587	2	3609
588	0	8545
588	1	764
589	0	5091
589	1	3880
590	2	8054
591	2	90
592	2	7141
593	2	2318
594	0	3638
594	1	1633
595	2	5501
596	2	480
597	0	1785
597	1	7318
598	2	2389
599	2	4480
600	2	3760
601	2	2232
602	2	7995
603	2	7272
604	2	4733
605	0	3994
605	1	1077
606	0	5091
606	1	1077
607	0	6011
607	1	1077
608	0	928
608	1	764
609	2	2646
610	2	6359
611	2	650
612	2	3226
613	2	1953
614	0	1212
614	1	3434
615	2	2036
616	0	1794
616	1	2448
617	2	7387
618	0	3952
618	1	2448
619	0	174
619	1	2448
620	0	6011
620	1	2448
621	0	4916
621	1	2448
622	2	22
623	0	4059
623	1	2448
624	0	5361
624	1	2448
625	0	6550
625	1	2448
626	2	5146
627	2	7203
628	0	6243
628	1	3340
629	0	4334
629	1	15
630	2	933
631	2	5926
632	2	3468
633	0	928
633	1	3972
634	2	6853
635	2	2447
636	2	530
637	0	6692
637	1	2448
638	2	2781
639	2	5803
640	0	6692
640	1	944
641	2	8354
642	0	6692
642	1	4674
643	2	424
644	0	7926
644	1	3340
645	2	8468
646	2	2193
647	2	2366
648	0	5638
648	1	2871
649	2	4358
650	0	7644
650	1	2871
651	0	4334
651	1	4597
652	0	1131
652	1	1524
653	2	4216
654	0	4518
654	1	3972
655	0	3952
655	1	3972
656	2	514
657	0	6377
657	1	6635
658	0	787
658	1	2448
659	0	5091
659	1	5695
660	0	3479
660	1	5695
661	2	5522
662	2	8382
663	2	3620
664	0	3479
664	1	7318
665	0	4531
665	1	6560
666	0	4700
666	1	6635
667	2	1601
668	0	2823
668	1	5522
669	0	5392
669	1	1077
670	0	5166
670	1	4597
671	0	7926
671	1	2912
672	2	2912
673	0	5032
673	1	4597
674	0	5638
674	1	8199
675	0	3479
675	1	8199
676	0	796
676	1	8199
677	0	928
677	1	8199
678	0	3663
678	1	4073
679	0	5925
679	1	4073
680	0	54
680	1	4073
681	2	2524
682	2	294
683	0	6243
683	1	3722
684	0	3479
684	1	3722
685	2	8224
686	0	3952
686	1	6106
687	2	5063
688	2	3905
689	0	4334
689	1	8495
690	2	6285
691	0	7000
691	1	2389
692	2	89
693	0	4221
693	1	2448
694	0	3479
694	1	8009
695	2	6090
696	0	2346
696	1	4597
697	0	6011
697	1	4597
698	0	4826
698	1	4687
699	0	928
699	1	534
700	0	5230
700	1	764
701	2	703
702	2	3345
703	0	3906
703	1	7318
704	2	5231
705	0	5638
705	1	1855
706	0	4334
706	1	5522
707	0	3
707	1	5522
708	2	8502
709	2	3121
710	0	5166
710	1	3972
711	2	2746
712	0	3479
712	1	251
713	2	7275
714	0	6510
714	1	2448
715	2	6250
