0	2	1040
1	2	2853
2	0	1495
2	1	2377
3	0	1495
3	1	453
4	2	510
5	2	777
6	2	2465
7	2	611
8	2	802
9	0	1254
9	1	2377
10	2	1041
11	2	2634
12	2	489
13	2	2244
14	2	848
15	2	394
16	0	1495
16	1	57
17	0	1495
17	1	1713
18	2	3057
19	0	3204
19	1	1713
20	2	1171
21	0	3409
21	1	262
22	2	1906
23	2	2706
24	2	2184
25	2	24
26	2	1707
27	2	436
28	2	1437
29	2	3181
30	2	1568
31	0	1495
31	1	3057
32	0	3204
32	1	57
33	2	1945
34	2	3089
35	2	2974
36	0	1254
36	1	57
37	2	2218
38	0	1063
38	1	2169
39	0	1063
39	1	262
40	2	1770
41	2	2990
42	2	84
43	2	877
44	0	298
44	1	453
45	0	3204
45	1	1171
46	2	2133
47	0	432
47	1	453
48	0	2924
48	1	2377
49	2	1402
50	2	2873
51	2	2657
52	0	432
52	1	2377
53	2	800
54	2	1246
55	0	1495
55	1	2286
56	0	550
56	1	453
57	2	2691
58	2	193
59	2	3209
60	0	1495
60	1	611
61	0	1254
61	1	1884
62	2	3242
63	2	490
64	0	3204
64	1	2309
65	0	2711
65	1	3057
66	2	2416
67	2	2070
68	0	3204
68	1	1397
69	2	2962
70	2	2805
71	2	3317
72	2	637
73	2	3307
74	0	3204
74	1	3181
75	2	630
76	0	2154
76	1	2377
77	2	479
78	0	1495
78	1	1115
79	0	432
79	1	1397
80	2	2027
81	0	3147
81	1	3181
82	0	2711
82	1	2308
83	0	1600
83	1	394
84	2	1310
85	0	2406
85	1	1397
86	0	2711
86	1	1171
87	0	711
87	1	802
88	2	1928
89	0	1254
89	1	2325
90	0	2383
90	1	2377
91	0	2406
91	1	1305
92	0	1495
92	1	462
93	0	3204
93	1	462
94	2	291
95	2	635
96	2	601
97	2	1248
98	2	3040
99	0	1495
99	1	108
100	0	2406
100	1	3057
101	0	3204
101	1	1305
102	0	420
102	1	453
103	0	432
103	1	2309
104	2	198
105	0	778
105	1	2240
106	0	298
106	1	2377
107	0	1495
107	1	2218
108	0	370
108	1	1171
109	0	432
109	1	1040
110	0	1064
110	1	57
111	2	338
112	0	1254
112	1	262
113	2	599
114	2	1094
115	2	2312
116	2	2420
117	0	1626
117	1	2325
118	2	1777
119	0	3174
119	1	1713
120	2	540
121	0	1495
121	1	1568
122	0	432
122	1	1884
123	2	1130
124	0	638
124	1	453
125	0	1495
125	1	540
126	2	2114
127	0	2406
127	1	2309
128	2	320
129	0	2711
129	1	2169
130	2	2409
131	2	2844
132	0	638
132	1	394
133	2	2895
134	0	3204
134	1	3083
135	2	1926
136	0	2712
136	1	2377
137	0	1254
137	1	1416
138	2	2202
139	2	389
140	0	1495
140	1	1416
141	2	2916
142	2	2448
143	0	288
143	1	1171
144	0	2924
144	1	2853
145	2	2798
146	0	1495
146	1	3360
147	2	3272
148	2	994
149	0	260
149	1	1171
150	2	1561
151	0	585
151	1	1713
152	2	750
153	2	2472
154	0	14
154	1	453
